period,link_id,from_node_id,to_node_id,road,direction,street_name,target_origin,target_position_mi,network_length_mi,lanes,capacity,free_speed,link_type,allowed_use,period_volume,primary_mapped_tmc,mapped_tmc_count,primary_map_status,primary_map_confidence,primary_map_distance_to_tmc_ft,bridge_from_tmc,bridge_to_tmc,bridge_path_miles,t2_hour,assignment_status,assignment_tier,assignment_method,assignment_confidence,selected_tmc,left_anchor_tmc,right_anchor_tmc,left_anchor_distance_mi,right_anchor_distance_mi,anchor_gap_mi,propagation_minutes_per_mile,propagation_anchor_count,profile_detection_succeeded,profile_minimum_ratio,profile_coverage,linear_t2_candidate,profile_t2_candidate,t2_source_method,episode_id,source_screened_accepted,daily_probe_day_count,daily_probe_t2_std_hour,selected_map_status,selected_map_confidence,selected_map_distance_to_tmc_ft
AM,3321,1414,30093,VA-237,EASTBOUND,0,corridor_gap_bridge,1.530150407894737,0.13,7.0,3150.0,27.35878,200.0,sov;hov2;hov3;trk;apv;com,753.33313,,0,,,,110+13613,110+18839,1.8999999999999997,,unassigned,,,,,,,,,,,0,False,,,,,,,,,,,,
AM,3384,1435,30047,VA-237,EASTBOUND,0,mapped_route_link,0.26720549999999993,0.12,7.0,3150.0,27.35878,200.0,sov;hov2;hov3;trk;apv;com,1.02,110P51885,1,review_length,35.04,101.79,,,,,unassigned,,,,,,,,,,,0,False,,,,,,,,,,,,
AM,3759,1587,32106,VA-420,WESTBOUND,0,mapped_route_link,0.0120395,0.16,7.0,3150.0,27.35878,200.0,sov;hov2;hov3;trk;apv;com,85.25974,110N11018,1,review_length,37.45,2.49,,,,,unassigned,,,,,,,,,,,0,False,,,,,,,,,,,,
AM,4403,1854,34605,VA-677,NORTHBOUND,0,mapped_route_link,0.01788,0.17,7.0,3150.0,27.35878,100.0,sov;hov2;hov3;trk;apv;com,128.95602,110P51799,1,review_length,46.75,2.84,,,,,unassigned,,,,,,,,,,,0,False,,,,,,,,,,,,
AM,4443,1872,34764,VA-686,SOUTHBOUND,0,mapped_route_link,1.3137344999999998,0.38,7.0,3150.0,37.01482,300.0,sov;hov2;hov3;trk;apv;com,285.60602,110-51848,1,review_low_confidence,52.67,726.96,,,,,unassigned,,,,,,,,,,,0,False,,,,,,,,,,,,
AM,4471,1883,35984,VA-686,NORTHBOUND,0,mapped_route_link,1.2218844999999998,0.47,7.0,3150.0,37.01482,300.0,sov;hov2;hov3;trk;apv;com,429.85855,110+51850,1,matched,72.0,631.82,,,,,unassigned,,,,,,,,,,,0,False,,,,,,,,,,,,
AM,4574,1924,34448,VA-695,SOUTHBOUND,0,mapped_route_link,2.8973885,0.49,7.0,3150.0,46.67086,400.0,sov;hov2;hov3;trk;apv;com,108.12534,110N51839,1,review_length,0.0,2.55,,,,,unassigned,,,,,,,,,,,0,False,,,,,,,,,,,,
AM,4575,1924,34449,VA-695,NORTHBOUND,0,corridor_gap_bridge,1.9560735247093024,0.15,7.0,3150.0,46.67086,400.0,sov;hov2;hov3;trk;apv;com,162.66167,,0,,,,110+51839,110+51844,1.7200000000000002,,unassigned,,,,,,,,,,,0,False,,,,,,,,,,,,
AM,4836,2033,34137,VA-635,EASTBOUND,0,mapped_route_link,0.9910155,0.78,7.0,3150.0,27.35878,200.0,sov;hov2;hov3;trk;apv;com,20.9427,110P59115,1,review_od_distance,0.0,5.13,,,,,unassigned,,,,,,,,,,,0,False,,,,,,,,,,,,
AM,4903,2061,34145,VA-241,SOUTHBOUND,0,mapped_route_link,1.7759565,0.19,7.0,3150.0,27.35878,200.0,sov;hov2;hov3;trk;apv;com,103.51113,110N10938,1,review_length,0.0,1053.01,,,,,unassigned,,,,,,,,,,,0,False,,,,,,,,,,,,
AM,4904,2061,36214,VA-241,NORTHBOUND,0,mapped_route_link,0.16521782795698936,0.23,7.0,3150.0,27.35878,200.0,sov;hov2;hov3;trk;apv;com,70.74687,110+10085,1,matched,78.04,384.77,,,,,unassigned,,,,,,,,,,,0,False,,,,,,,,,,,,
AM,4967,2086,36643,VA-235,EASTBOUND,0,mapped_route_link,0.09847797663551401,0.19,7.0,3150.0,46.67086,400.0,sov;hov2;hov3;trk;apv;com,69.13528,110+10822,1,matched,59.32,834.73,,,,,unassigned,,,,,,,,,,,0,False,,,,,,,,,,,,
AM,5135,2156,34276,VA-647,WESTBOUND,0,mapped_route_link,2.6734578228105907,1.07,7.0,3150.0,64.3736,600.0,sov;hov2;hov3;trk;apv;com,0.959,110-57899,1,review_low_confidence,29.5,0.0,,,,,unassigned,,,,,,,,,,,0,False,,,,,,,,,,,,
AM,5136,2156,36479,VA-647,EASTBOUND,0,mapped_route_link,2.924960578411405,1.26,7.0,3150.0,64.3736,600.0,sov;hov2;hov3;trk;apv;com,96.92926,110+57900,1,review_low_confidence,29.5,1607.84,,,,,unassigned,,,,,,,,,,,0,False,,,,,,,,,,,,
AM,5169,2177,38216,VA-690,NORTHBOUND,0,mapped_route_link,5.0340885,0.47,7.0,3150.0,56.3269,500.0,sov;hov2;hov3;trk;apv;com,159.71767,110P11453,1,review_length,0.0,159.53,,,,,unassigned,,,,,,,,,,,0,False,,,,,,,,,,,,
AM,5189,2187,38401,VA-7-BR,EASTBOUND,0,mapped_route_link,0.0073775,0.35,7.0,3150.0,64.3736,600.0,sov;hov2;hov3;trk;apv;com,95.584,110P11445,1,review_od_distance,0.0,2846.63,,,,,unassigned,,,,,,,,,,,0,False,,,,,,,,,,,,
AM,5196,2192,38625,VA-7-BR,EASTBOUND,0,mapped_route_link,0.0917885,0.22,7.0,3150.0,56.3269,500.0,sov;hov2;hov3;trk;apv;com,24.332,110+11446,1,review_low_confidence,32.74,704.71,,,,,unassigned,,,,,,,,,,,0,False,,,,,,,,,,,,
AM,5228,2215,38566,VA-690,SOUTHBOUND,0,mapped_route_link,2.6615554840182645,1.3,7.0,3150.0,64.3736,600.0,sov;hov2;hov3;trk;apv;com,90.54267,110-11453,1,review_od_distance,12.15,1726.73,,,,,unassigned,,,,,,,,,,,0,False,,,,,,,,,,,,
AM,5239,2222,38566,VA-690,NORTHBOUND,0,mapped_route_link,6.173463728310503,0.39,7.0,3150.0,56.3269,500.0,sov;hov2;hov3;trk;apv;com,53.31595,110+11454,1,review_od_distance,12.76,1225.07,,,,,unassigned,,,,,,,,,,,0,False,,,,,,,,,,,,
AM,5240,2222,38622,VA-690,SOUTHBOUND,0,mapped_route_link,4.662477429223744,0.5,7.0,3150.0,56.3269,500.0,sov;hov2;hov3;trk;apv;com,277.64105,110-11453,1,review_od_distance,12.15,844.55,,,,,unassigned,,,,,,,,,,,0,False,,,,,,,,,,,,
AM,5373,2303,38406,SHELLHORN RD,EASTBOUND,0,mapped_route_link,0.219245,0.53,7.0,3150.0,46.67086,400.0,sov;hov2;hov3;trk;apv;com,188.242,110+58126,3,matched,57.46,488.16,,,,,unassigned,,,,,,,,,,,0,False,,,,,,,,,,,,
AM,5915,2646,40808,VA-213,SOUTHBOUND,0,mapped_route_link,1.7571085,0.92,7.0,3150.0,46.67086,400.0,sov;hov2;hov3;trk;apv;com,525.11206,110-13263,1,matched,91.93,0.33,,,,,unassigned,,,,,,,,,,,0,False,,,,,,,,,,,,
AM,5916,2646,40927,VA-213,NORTHBOUND,0,corridor_gap_bridge,0.4283523103448276,0.1,7.0,3150.0,46.67086,400.0,sov;hov2;hov3;trk;apv;com,1166.01697,,0,,,,110+13264,110+13265,0.58,,unassigned,,,,,,,,,,,0,False,,,,,,,,,,,,
AM,8084,5057,30098,VA-237,EASTBOUND,0,corridor_gap_bridge,2.152103720394737,0.19,7.0,500.0,56.3269,104.0,closed,0.0,,0,,,,110+18840,110+13614,2.2800000000000002,,unassigned,,,,,,,,,,,0,False,,,,,,,,,,,,
AM,8085,5057,30132,VA-237,EASTBOUND,0,corridor_gap_bridge,2.928564546407186,0.23,7.0,500.0,56.3269,104.0,closed,0.0,,0,,,,110+13614,110P18840,1.67,,unassigned,,,,,,,,,,,0,False,,,,,,,,,,,,
AM,8253,20001,30203,US-50,WESTBOUND,US 50 - Arlington Boulevard,mapped_route_link,0.8807849999999999,0.31,1.0,600.0,64.3736,102.0,sov;hov2;hov3;com;apv,1142.63354,110P06630,1,matched,85.42,3.27,,,,7.153846,assigned,A_direct,direct_mapped_tmc,high,110P06630,110P06630,110P06630,0.0,0.0,0.0,0.0,,False,,,,,daily_probe_mean,daily_probe_mean__110P06630__AM,False,13,0.6319875663521147,matched,85.42,3.27
AM,16465,22500,23014,I-495,CLOCKWISE,I-495 Capital Beltway,mapped_route_link,0.0919915,0.13,5.0,2000.0,120.7005,501.0,sov;hov2;hov3;trk;apv;com,26146.48242,110+04614,1,matched,79.14,111.27,,,,7.25,assigned,A_direct,direct_mapped_tmc,high,110+04614,110+04614,110+04614,0.0,0.0,0.0,0.0,,False,,,,,daily_probe_mean,daily_probe_mean__110+04614__AM,True,1,0.0,matched,79.14,111.27
AM,17740,23013,34001,I-495,COUNTERCLOCKWISE,I-495 Capital Beltway,mapped_route_link,0.0505545,0.13,5.0,2000.0,120.7005,501.0,sov;hov2;hov3;trk;apv;com,25763.68945,110-04613,1,matched,87.5,118.33,,,,8.45,assigned,A_direct,direct_mapped_tmc,high,110-04613,110-04613,110-04613,0.0,0.0,0.0,0.0,,False,,,,,daily_probe_mean,daily_probe_mean__110-04613__AM,False,5,0.291547594742265,matched,87.5,118.33
AM,25595,30001,30002,VA-120,SOUTHBOUND,VA 120 - Glebe Road,mapped_route_link,0.241760016025641,0.47,1.0,1100.0,93.34172,502.0,sov;hov2;hov3;trk;apv;com,3006.58813,110-10236,1,matched,85.04,2.37,,,,7.708333,assigned,A_direct,direct_mapped_tmc,medium,110-10236,110-10236,110-10236,0.0,0.0,0.0,0.0,,False,,,,,daily_probe_mean,daily_probe_mean__110-10236__AM,False,6,0.6023680122833733,matched,85.04,2.37
AM,25597,30001,34002,VA-123,SOUTHBOUND,VA 123 - Chain Bridge Road,mapped_route_link,0.16455806074766352,0.35,1.0,1100.0,93.34172,502.0,sov;hov2;hov3;trk;apv;com,2083.36035,110+06995,2,matched,82.58,0.0,,,,7.15,assigned,A_direct,direct_mapped_tmc,high,110+06995,110+06995,110+06995,0.0,0.0,0.0,0.0,,False,,,,,daily_probe_mean,daily_probe_mean__110+06995__AM,False,5,0.99498743710662,matched,82.58,0.0
AM,25599,30002,30001,VA-120,NORTHBOUND,VA 120 - Glebe Road,mapped_route_link,8.799728919871795,0.47,1.0,1100.0,93.34172,502.0,sov;hov2;hov3;trk;apv;com,2990.27222,110+10237,1,matched,85.1,2.37,,,,8.0,assigned,A_direct,direct_mapped_tmc,medium,110+10237,110+10237,110+10237,0.0,0.0,0.0,0.0,,False,,,,,average_weekday,state_transition__VA120_NB::110+10237__Weekday__0010,False,0,,matched,85.1,2.37
AM,25600,30002,30007,VA-120,SOUTHBOUND,VA 120 - Glebe Road,mapped_route_link,0.6172596153846154,0.26,2.0,1100.0,93.34172,502.0,sov;hov2;hov3;trk;apv;com,2147.44263,110-10236,1,matched,85.04,0.0,,,,7.708333,assigned,A_direct,direct_mapped_tmc,medium,110-10236,110-10236,110-10236,0.0,0.0,0.0,0.0,,False,,,,,daily_probe_mean,daily_probe_mean__110-10236__AM,False,6,0.6023680122833733,matched,85.04,0.0
AM,25602,30003,30464,VA-120,NORTHBOUND,VA 120 - Glebe Road,mapped_route_link,8.005304817307692,0.09,2.0,1100.0,93.34172,502.0,sov;hov2;hov3;trk;apv;com,2727.54272,110+10237,1,matched,85.1,103.08,,,,8.0,assigned,A_direct,direct_mapped_tmc,medium,110+10237,110+10237,110+10237,0.0,0.0,0.0,0.0,,False,,,,,average_weekday,state_transition__VA120_NB::110+10237__Weekday__0010,False,0,,matched,85.1,103.08
AM,25603,30003,30516,VA-120,SOUTHBOUND,VA 120 - Glebe Road,mapped_route_link,1.1779370993589744,0.13,2.0,1100.0,93.34172,502.0,sov;hov2;hov3;trk;apv;com,2993.88281,110-10236,1,matched,85.04,92.62,,,,7.708333,assigned,A_direct,direct_mapped_tmc,medium,110-10236,110-10236,110-10236,0.0,0.0,0.0,0.0,,False,,,,,daily_probe_mean,daily_probe_mean__110-10236__AM,False,6,0.6023680122833733,matched,85.04,92.62
AM,25605,30004,30011,VA-120,NORTHBOUND,VA 120 - Glebe Road,mapped_route_link,7.627953368589744,0.29,2.0,1100.0,93.34172,502.0,sov;hov2;hov3;trk;apv;com,2093.99976,110+10237,1,matched,85.1,0.0,,,,8.0,assigned,A_direct,direct_mapped_tmc,medium,110+10237,110+10237,110+10237,0.0,0.0,0.0,0.0,,False,,,,,average_weekday,state_transition__VA120_NB::110+10237__Weekday__0010,False,0,,matched,85.1,0.0
AM,25607,30004,30517,VA-120,SOUTHBOUND,VA 120 - Glebe Road,mapped_route_link,1.641756322580645,0.06,2.0,1100.0,93.34172,502.0,sov;hov2;hov3;trk;apv;com,2626.65845,110-10235,2,matched,92.73,14.4,,,,6.0,assigned,A_direct,direct_mapped_tmc,high,110-10235,110-10235,110-10235,0.0,0.0,0.0,0.0,,False,,,,,daily_probe_mean,daily_probe_mean__110-10235__AM,False,2,0.0,matched,92.73,14.4
AM,25608,30005,30134,I-66,EASTBOUND,I-66,mapped_route_link,52.9713015,0.71,2.0,2000.0,120.7005,501.0,sov;hov2;hov3;com;apv,4465.43457,110-04167,2,review_length,42.07,0.0,,,,8.0,assigned,A_direct,direct_mapped_tmc,low,110-04167,110-04167,110-04167,0.0,0.0,0.0,0.0,,False,,,,,daily_probe_mean,daily_probe_mean__110-04167__AM,False,1,0.0,review_length,42.07,0.0
AM,25611,30006,30465,VA-120,SOUTHBOUND,VA 120 - Glebe Road,mapped_route_link,2.0105124086021506,0.42,2.0,960.0,83.68568,402.0,sov;hov2;hov3;trk;apv;com,2502.552,110-10235,1,matched,92.73,0.0,,,,6.0,assigned,A_direct,direct_mapped_tmc,high,110-10235,110-10235,110-10235,0.0,0.0,0.0,0.0,,False,,,,,daily_probe_mean,daily_probe_mean__110-10235__AM,False,2,0.0,matched,92.73,0.0
AM,25612,30006,30517,VA-120,NORTHBOUND,VA 120 - Glebe Road,mapped_route_link,7.354499440860215,0.14,2.0,1100.0,93.34172,502.0,sov;hov2;hov3;trk;apv;com,1096.96912,110+10236,1,matched,92.66,28.45,,,,8.208333,assigned,A_direct,direct_mapped_tmc,high,110+10236,110+10236,110+10236,0.0,0.0,0.0,0.0,,False,,,,,daily_probe_mean,daily_probe_mean__110+10236__AM,False,6,0.6833841444523635,matched,92.66,28.45
AM,25615,30007,30002,VA-120,NORTHBOUND,VA 120 - Glebe Road,mapped_route_link,8.437272923076923,0.26,2.0,1100.0,93.34172,502.0,sov;hov2;hov3;trk;apv;com,2638.72925,110+10237,1,matched,85.1,0.0,,,,8.0,assigned,A_direct,direct_mapped_tmc,medium,110+10237,110+10237,110+10237,0.0,0.0,0.0,0.0,,False,,,,,average_weekday,state_transition__VA120_NB::110+10237__Weekday__0010,False,0,,matched,85.1,0.0
AM,25616,30007,30464,VA-120,SOUTHBOUND,VA 120 - Glebe Road,mapped_route_link,0.884738782051282,0.26,2.0,1100.0,93.34172,502.0,sov;hov2;hov3;trk;apv;com,2234.10083,110-10236,1,matched,85.04,169.04,,,,7.708333,assigned,A_direct,direct_mapped_tmc,medium,110-10236,110-10236,110-10236,0.0,0.0,0.0,0.0,,False,,,,,daily_probe_mean,daily_probe_mean__110-10236__AM,False,6,0.6023680122833733,matched,85.04,169.04
AM,25627,30011,30004,VA-120,SOUTHBOUND,VA 120 - Glebe Road,mapped_route_link,1.4557039262820513,0.29,2.0,1100.0,93.34172,502.0,sov;hov2;hov3;trk;apv;com,2921.09058,110-10236,1,matched,85.04,0.0,,,,7.708333,assigned,A_direct,direct_mapped_tmc,medium,110-10236,110-10236,110-10236,0.0,0.0,0.0,0.0,,False,,,,,daily_probe_mean,daily_probe_mean__110-10236__AM,False,6,0.6023680122833733,matched,85.04,0.0
AM,25628,30011,30516,VA-120,NORTHBOUND,VA 120 - Glebe Road,mapped_route_link,7.801733641025641,0.06,2.0,1100.0,93.34172,502.0,sov;hov2;hov3;trk;apv;com,2093.99976,110+10237,1,matched,85.1,146.13,,,,8.0,assigned,A_direct,direct_mapped_tmc,medium,110+10237,110+10237,110+10237,0.0,0.0,0.0,0.0,,False,,,,,average_weekday,state_transition__VA120_NB::110+10237__Weekday__0010,False,0,,matched,85.1,146.13
AM,25647,30017,30018,VA-309,SOUTHBOUND,VA 309 - Old Dominion Drive,mapped_route_link,3.9859370000000003,0.11,2.0,700.0,74.02964,303.0,sov;hov2;hov3;trk;apv;com,1375.80933,110N10986,1,matched,86.53,53.64,,,,,unassigned,,,,,,,,,,,0,False,,,,,,,,,,,,
AM,25648,30017,30299,VA-120,NORTHBOUND,VA 120 - Glebe Road,mapped_route_link,6.582775,0.13,2.0,960.0,83.68568,302.0,sov;hov2;hov3;trk;apv;com,841.54962,110P10235,2,review_length,63.15,3.08,,,,8.025,assigned,A_direct,direct_mapped_tmc,low,110P10235,110P10235,110P10235,0.0,0.0,0.0,0.0,,False,,,,,daily_probe_mean,daily_probe_mean__110P10235__AM,False,10,0.6169481339626532,review_length,63.15,3.08
AM,25649,30017,30303,VA-120,SOUTHBOUND,VA 120 - Glebe Road,mapped_route_link,2.6008264339622644,0.11,2.0,960.0,83.68568,302.0,sov;hov2;hov3;trk;apv;com,3032.86108,110-10234,2,matched,97.84,0.0,,,,8.5,assigned,A_direct,direct_mapped_tmc,medium,110-10234,110-10234,110-10234,0.0,0.0,0.0,0.0,,False,,,,,daily_probe_mean,daily_probe_mean__110-10234__AM,False,2,0.0,matched,97.84,0.0
AM,25650,30017,30515,VA-309,NORTHBOUND,VA 309 - Old Dominion Drive,corridor_gap_bridge,0.8047990000000002,0.27,1.0,700.0,74.02964,303.0,sov;hov2;hov3;trk;apv;com,979.69977,,0,,,,110P10986,110+10987,0.27,,unassigned,,,,,,,,,,,0,False,,,,,,,,,,,,
AM,25651,30018,30017,VA-309,NORTHBOUND,VA 309 - Old Dominion Drive,mapped_route_link,0.6165480000000001,0.11,2.0,700.0,74.02964,303.0,sov;hov2;hov3;trk;apv;com,563.16901,110P10986,1,matched,86.53,53.64,,,,,unassigned,,,,,,,,,,,0,False,,,,,,,,,,,,
AM,25654,30018,30471,VA-309,SOUTHBOUND,VA 309 - Old Dominion Drive,mapped_route_link,4.213502255319149,0.21,2.0,600.0,64.3736,203.0,sov;hov2;hov3;trk;apv;com,2107.92969,110-10984,2,matched,94.9,1.6,,,,,unassigned,,,,,,,,,,,0,False,,,,,,,,,,,,
AM,25655,30019,30020,US-29,NORTHBOUND,US 29 - Lee Highway,mapped_route_link,30.9574830625,0.15,2.0,800.0,64.3736,202.0,sov;hov2;hov3;trk;apv;com,2822.23315,110-17123,2,matched,93.38,0.0,,,,8.3,assigned,A_direct,direct_mapped_tmc,medium,110-17123,110-17123,110-17123,0.0,0.0,0.0,0.0,,False,,,,,daily_probe_mean,daily_probe_mean__110-17123__AM,False,5,0.2449489742783178,matched,93.38,0.0
AM,25656,30019,30036,US-29,SOUTHBOUND,US 29 - Lee Highway,mapped_route_link,3.4857532678571426,0.27,2.0,800.0,64.3736,202.0,sov;hov2;hov3;trk;apv;com,1070.29443,110+17124,1,matched,84.31,33.77,,,,8.625,assigned,A_direct,direct_mapped_tmc,medium,110+17124,110+17124,110+17124,0.0,0.0,0.0,0.0,,False,,,,,daily_probe_mean,daily_probe_mean__110+17124__AM,False,4,0.2165063509461096,matched,84.31,33.77
AM,25657,30019,30474,VA-120,SOUTHBOUND,VA 120 - Glebe Road,mapped_route_link,3.0675465,0.06,2.0,800.0,64.3736,202.0,sov;hov2;hov3;trk;apv;com,3401.45264,110N10234,1,review_length,35.16,29.02,,,,7.875,assigned,A_direct,direct_mapped_tmc,low,110N10234,110N10234,110N10234,0.0,0.0,0.0,0.0,,False,,,,,daily_probe_mean,daily_probe_mean__110N10234__AM,False,4,0.5153882032022076,review_length,35.16,29.02
AM,25658,30019,30604,VA-120,NORTHBOUND,VA 120 - Glebe Road,mapped_route_link,6.087177905660377,0.12,2.0,800.0,64.3736,202.0,sov;hov2;hov3;trk;apv;com,1273.84778,110+10235,1,matched,97.35,0.0,,,,8.5,assigned,A_direct,direct_mapped_tmc,medium,110+10235,110+10235,110+10235,0.0,0.0,0.0,0.0,,False,,,,,average_weekday,state_transition__VA120_NB::110+10235__Weekday__0008,False,0,,matched,97.35,0.0
AM,25659,30020,30019,US-29,SOUTHBOUND,US 29 - Lee Highway,mapped_route_link,3.2716523125,0.15,2.0,800.0,64.3736,202.0,sov;hov2;hov3;trk;apv;com,895.44482,110+06785,2,matched,93.21,0.0,,,,,unassigned,,,,,,,,,,,0,False,,,,,,,,,,,,
AM,25661,30020,30031,VA-309,NORTHBOUND,VA 309 - Old Dominion Drive,mapped_route_link,0.017236,0.13,2.0,600.0,64.3736,203.0,sov;hov2;hov3;trk;apv;com,667.82111,110P10984,2,review_length,3.76,56.5,,,,,unassigned,,,,,,,,,,,0,False,,,,,,,,,,,,
AM,25662,30020,30619,US-29,NORTHBOUND,US 29 - Old Dominion Drive,mapped_route_link,31.1589685625,0.25,2.0,800.0,64.3736,202.0,sov;hov2;hov3;trk;apv;com,2551.00684,110-17123,1,matched,93.38,0.0,,,,8.3,assigned,A_direct,direct_mapped_tmc,medium,110-17123,110-17123,110-17123,0.0,0.0,0.0,0.0,,False,,,,,daily_probe_mean,daily_probe_mean__110-17123__AM,False,5,0.2449489742783178,matched,93.38,0.0
AM,25684,30027,30323,US-29,SOUTHBOUND,US 29 - Old Dominion Drive,mapped_route_link,2.7529778645833334,0.35,2.0,800.0,64.3736,202.0,sov;hov2;hov3;trk;apv;com,317.52185,110+17123,1,matched,89.94,0.0,,,,7.75,assigned,A_direct,direct_mapped_tmc,high,110+17123,110+17123,110+17123,0.0,0.0,0.0,0.0,,False,,,,,daily_probe_mean,daily_probe_mean__110+17123__AM,False,6,0.0,matched,89.94,0.0
AM,25686,30027,30480,US-29,NORTHBOUND,US 29 - Lee Highway,mapped_route_link,31.693978062499998,0.13,2.0,800.0,64.3736,202.0,sov;hov2;hov3;trk;apv;com,3991.90625,110-17122,1,matched,90.4,2.83,,,,7.75,assigned,A_direct,direct_mapped_tmc,medium,110-17122,110-17122,110-17122,0.0,0.0,0.0,0.0,,False,,,,,average_weekday,state_transition__US29_NB::110-17122__Weekday__0031,False,0,,matched,90.4,2.83
AM,25692,30029,30477,US-29,NORTHBOUND,US 29 - Lee Highway,corridor_gap_bridge,31.829430195652172,0.06,2.0,800.0,64.3736,202.0,sov;hov2;hov3;trk;apv;com,3943.76929,,0,,,,110-17122,110-06784,0.22999999999999998,8.271452,assigned,B_bracketed,linear_t2_interpolation,medium,,110-06788,110-07974,5.200701195652169,1.6978743043478275,6.898575499999996,,0,True,0.6283477092160908,1.0,8.27145238190447,8.75,,,,,,,,
AM,25693,30029,30480,US-29,SOUTHBOUND,US 29 - Lee Highway,corridor_gap_bridge,2.3897529347826088,0.12,2.0,800.0,64.3736,202.0,sov;hov2;hov3;trk;apv;com,1108.18262,,0,,,,110+17122,110P17122,0.22999999999999998,,unassigned,,,,,,,,,,,0,False,,,,,,,,,,,,
AM,25698,30031,30020,VA-309,SOUTHBOUND,VA 309 - Old Dominion Drive,mapped_route_link,4.494140127659574,0.13,2.0,600.0,64.3736,203.0,sov;hov2;hov3;trk;apv;com,2213.28052,110-10984,2,matched,94.9,0.0,,,,,unassigned,,,,,,,,,,,0,False,,,,,,,,,,,,
AM,25699,30031,30471,VA-309,NORTHBOUND,VA 309 - Old Dominion Drive,mapped_route_link,0.22230844680851067,0.13,2.0,600.0,64.3736,203.0,sov;hov2;hov3;trk;apv;com,667.82111,110+10985,1,matched,92.88,69.42,,,,,unassigned,,,,,,,,,,,0,False,,,,,,,,,,,,
AM,25700,30032,30483,VA-120,NORTHBOUND,VA 120 - Glebe Road,mapped_route_link,5.506074120689655,0.13,2.0,800.0,64.3736,202.0,sov;hov2;hov3;trk;apv;com,1585.51135,110+10234,1,matched,82.77,55.17,,,,8.75,assigned,A_direct,direct_mapped_tmc,medium,110+10234,110+10234,110+10234,0.0,0.0,0.0,0.0,,False,,,,,average_weekday,state_transition__VA120_NB::110+10234__Weekday__0007,False,0,,matched,82.77,55.17
AM,25701,30032,30507,VA-120,SOUTHBOUND,VA 120 - Glebe Road,mapped_route_link,3.685183666666666,0.12,2.0,800.0,64.3736,202.0,sov;hov2;hov3;trk;apv;com,4347.29932,110-10233,1,matched,82.21,29.76,,,,8.1875,assigned,A_direct,direct_mapped_tmc,medium,110-10233,110-10233,110-10233,0.0,0.0,0.0,0.0,,False,,,,,daily_probe_mean,daily_probe_mean__110-10233__AM,False,4,0.3247595264191645,matched,82.21,29.76
AM,25709,30035,30472,US-29,NORTHBOUND,US 29 - Lee Highway,mapped_route_link,30.44211050892857,0.25,2.0,800.0,64.3736,202.0,sov;hov2;hov3;trk;apv;com,2991.82666,110-06785,1,matched,85.33,2.59,,,,8.625,assigned,A_direct,direct_mapped_tmc,medium,110-06785,110-06785,110-06785,0.0,0.0,0.0,0.0,,False,,,,,daily_probe_mean,daily_probe_mean__110-06785__AM,False,4,0.125,matched,85.33,2.59
AM,25710,30035,30510,US-29,SOUTHBOUND,US 29 - Lee Highway,mapped_route_link,4.016568344827587,0.22,2.0,800.0,64.3736,202.0,sov;hov2;hov3;trk;apv;com,1263.24451,110+06786,1,matched,87.57,0.0,,,,8.25,assigned,A_direct,direct_mapped_tmc,medium,110+06786,110+06786,110+06786,0.0,0.0,0.0,0.0,,False,,,,,daily_probe_mean,daily_probe_mean__110+06786__AM,False,1,0.0,matched,87.57,0.0
AM,25714,30036,30019,US-29,NORTHBOUND,US 29 - Lee Highway,mapped_route_link,30.73602533035714,0.27,2.0,800.0,64.3736,202.0,sov;hov2;hov3;trk;apv;com,2901.5979,110-06785,1,matched,85.33,0.0,,,,8.625,assigned,A_direct,direct_mapped_tmc,medium,110-06785,110-06785,110-06785,0.0,0.0,0.0,0.0,,False,,,,,daily_probe_mean,daily_probe_mean__110-06785__AM,False,4,0.125,matched,85.33,0.0
AM,25715,30036,30472,US-29,SOUTHBOUND,US 29 - Lee Highway,mapped_route_link,3.636699464285714,0.04,2.0,800.0,64.3736,202.0,sov;hov2;hov3;trk;apv;com,1136.771,110+17124,2,matched,84.31,229.63,,,,8.625,assigned,A_direct,direct_mapped_tmc,medium,110+17124,110+17124,110+17124,0.0,0.0,0.0,0.0,,False,,,,,daily_probe_mean,daily_probe_mean__110+17124__AM,False,4,0.2165063509461096,matched,84.31,229.63
AM,25717,30037,30051,US-29,SOUTHBOUND,US 29 - Lee Highway,mapped_route_link,4.580398972972973,0.2,2.0,800.0,64.3736,202.0,sov;hov2;hov3;trk;apv;com,968.92706,110+06787,1,matched,95.01,3.22,,,,8.3125,assigned,A_direct,direct_mapped_tmc,high,110+06787,110+06787,110+06787,0.0,0.0,0.0,0.0,,False,,,,,daily_probe_mean,daily_probe_mean__110+06787__AM,False,8,0.8816709987291178,matched,95.01,3.22
AM,25719,30037,30607,US-29,NORTHBOUND,US 29 - Lee Highway,mapped_route_link,29.797523810344828,0.1,2.0,800.0,64.3736,202.0,sov;hov2;hov3;trk;apv;com,3342.44165,110-17124,1,matched,87.1,0.0,,,,8.0,assigned,A_direct,direct_mapped_tmc,medium,110-17124,110-17124,110-17124,0.0,0.0,0.0,0.0,,False,,,,,daily_probe_mean,daily_probe_mean__110-17124__AM,False,1,0.0,matched,87.1,0.0
