episode_id,sensor_uid,tmc_code,corridor,link_id,date,period,t0_hour,t2_hour,t3_hour,P_hr,duration_min,threshold_used,min_speed_mph,mean_speed_mph,episode_demand,demand_capacity_ratio,magnitude,road_order,direction,is_clean_valid_episode,corridor_output,tmc,t2_source_method,daily_probe_day_count,daily_probe_t2_min_hour,daily_probe_t2_max_hour,daily_probe_t2_std_hour,screened_acceptance_share,anchor_t2_hour,anchor_source_method,anchor_episode_id,anchor_daily_probe_day_count,anchor_daily_t2_std_hour,anchor_source_reliable
daily_probe_mean__110N04173__MD,,110N04173,I66_EB,,DailyMean,MD,9.4,9.8,10.45,1.3,,,35.374,,,,,47.0,EASTBOUND,False,I66_EB,110N04173,daily_probe_mean,5,9.75,10.0,0.1,0.0,,,,,,False
state_transition__I66_EB::110N04173__Weekday__0035,I66_EB::110N04173,110N04173,I66_EB,37.0,Weekday,PM,15.0,17.5,18.5,3.75,225.0,47.075,29.681304347826085,39.66594325239978,6760.0802476154,3.3800401238077,0.5860152050038818,47.0,EASTBOUND,True,I66_EB,110N04173,average_weekday,0,,,,1.0,17.5,average_weekday,state_transition__I66_EB::110N04173__Weekday__0035,0.0,,True
daily_probe_mean__110N04174__MD,,110N04174,I66_EB,,DailyMean,MD,9.25,10.25,11.0,2.0,,,26.79,,,,,45.0,EASTBOUND,False,I66_EB,110N04174,daily_probe_mean,1,10.25,10.25,0.0,0.0,,,,,,False
daily_probe_mean__110N04174__PM,,110N04174,I66_EB,,DailyMean,PM,16.181818181818183,17.227272727272727,18.068181818181817,2.1363636363636362,,,23.145454545454548,,,,,45.0,EASTBOUND,False,I66_EB,110N04174,daily_probe_mean,11,16.0,17.75,0.5271551593065092,0.2727272727272727,17.583333333333332,daily_probe_mean,daily_probe_mean__110N04174__PM,3.0,0.23570226039551584,True
daily_probe_mean__110N04175__MD,,110N04175,I66_EB,,DailyMean,MD,8.8125,9.1875,9.6875,1.125,,,39.715,,,,,43.0,EASTBOUND,False,I66_EB,110N04175,daily_probe_mean,4,9.0,9.25,0.10825317547305482,0.0,,,,,,False
daily_probe_mean__110N04176__AM,,110N04176,I66_EB,,DailyMean,AM,7.458333333333333,8.083333333333334,9.375,2.1666666666666665,,,34.585,,,,,41.0,EASTBOUND,False,I66_EB,110N04176,daily_probe_mean,6,7.25,8.75,0.4930066485916347,0.5,8.25,daily_probe_mean,daily_probe_mean__110N04176__AM,3.0,0.2041241452319315,True
daily_probe_mean__110N04176__MD,,110N04176,I66_EB,,DailyMean,MD,10.85,11.35,11.95,1.35,,,30.194,,,,,41.0,EASTBOUND,False,I66_EB,110N04176,daily_probe_mean,5,9.25,13.5,1.6852299546352718,0.2,9.25,daily_probe_mean,daily_probe_mean__110N04176__MD,1.0,0.0,False
daily_probe_mean__110N04176__PM,,110N04176,I66_EB,,DailyMean,PM,16.125,16.375,16.875,1.0,,,46.265,,,,,41.0,EASTBOUND,False,I66_EB,110N04176,daily_probe_mean,2,15.25,17.5,1.125,0.5,17.5,daily_probe_mean,daily_probe_mean__110N04176__PM,1.0,0.0,False
state_transition__I66_EB::110N04177__Weekday__0036,I66_EB::110N04177,110N04177,I66_EB,33.0,Weekday,AM,7.0,8.25,9.75,3.0,180.0,46.89894999999999,43.6045652173913,45.66526185770751,5566.440457461169,2.929705503926931,0.0755513732606776,40.001,EASTBOUND,False,I66_EB,110N04177,average_weekday,0,,,,0.0,8.025,daily_probe_mean,daily_probe_mean__110N04177__AM,10.0,0.3783186487605389,True
daily_probe_mean__110N04177__MD,,110N04177,I66_EB,,DailyMean,MD,10.911764705882353,11.661764705882353,12.691176470588236,2.0294117647058822,,,40.9735294117647,,,,,40.001,EASTBOUND,False,I66_EB,110N04177,daily_probe_mean,17,9.5,14.5,1.6403487265324648,0.29411764705882354,12.6,daily_probe_mean,daily_probe_mean__110N04177__MD,5.0,1.7507141400011597,False
state_transition__I66_EB::110N04177__Weekday__0037,I66_EB::110N04177,110N04177,I66_EB,33.0,Weekday,PM,14.75,15.25,15.75,1.25,75.0,46.89894999999999,45.79391304347826,46.68718181818182,2348.5090193639044,1.2360573786125812,0.0241306515010537,40.001,EASTBOUND,False,I66_EB,110N04177,average_weekday,0,,,,0.0,16.666666666666668,daily_probe_mean,daily_probe_mean__110N04177__PM,9.0,1.1303883305208782,False
state_transition__I66_EB::110N04178__Weekday__0039,I66_EB::110N04178,110N04178,I66_EB,28.0,Weekday,AM,6.75,8.25,9.25,2.75,165.0,48.01964999999999,40.24130434782609,43.94526320517427,5048.325392146908,2.657013364287846,0.193292582788612,38.0,EASTBOUND,True,I66_EB,110N04178,average_weekday,0,,,,1.0,8.25,average_weekday,state_transition__I66_EB::110N04178__Weekday__0039,0.0,,True
state_transition__I66_EB::110N04178__Weekday__0040,I66_EB::110N04178,110N04178,I66_EB,28.0,Weekday,MD,14.0,14.5,15.75,2.0,120.0,48.01964999999999,46.74238095238096,48.12662870945479,3695.540302741305,1.945021211969108,0.0273257164396538,38.0,EASTBOUND,False,I66_EB,110N04178,average_weekday,0,,,,0.0,11.65625,daily_probe_mean,daily_probe_mean__110N04178__MD,8.0,1.8537862437454864,False
state_transition__I66_EB::110N04178__Weekday__0041,I66_EB::110N04178,110N04178,I66_EB,28.0,Weekday,PM,16.5,17.5,17.75,1.5,90.0,48.01964999999999,47.48681818181819,48.13318064182195,2790.6657007491062,1.468771421446898,0.0112206258196052,38.0,EASTBOUND,False,I66_EB,110N04178,average_weekday,0,,,,0.0,16.833333333333332,daily_probe_mean,daily_probe_mean__110N04178__PM,6.0,1.1334558757279536,False
state_transition__I66_EB::110N04179__Weekday__0042,I66_EB::110N04179,110N04179,I66_EB,29.0,Weekday,AM,6.5,8.25,10.5,4.25,255.0,47.7463,17.265869565217393,29.37042289353159,6395.415947979091,3.366008393673205,1.7653573901766486,36.0,EASTBOUND,True,I66_EB,110N04179,average_weekday,0,,,,1.0,8.25,average_weekday,state_transition__I66_EB::110N04179__Weekday__0042,0.0,,True
daily_probe_mean__110N04179__MD,,110N04179,I66_EB,,DailyMean,MD,13.7,14.35,15.8,2.35,,,27.451999999999998,,,,,36.0,EASTBOUND,False,I66_EB,110N04179,daily_probe_mean,5,14.0,14.5,0.19999999999999998,0.4,14.25,daily_probe_mean,daily_probe_mean__110N04179__MD,2.0,0.25,False
state_transition__I66_EB::110N04179__Weekday__0043,I66_EB::110N04179,110N04179,I66_EB,29.0,Weekday,PM,13.5,17.75,18.75,5.5,330.0,47.7463,29.381086956521735,39.74806555069326,8860.962574241019,4.663664512758431,0.6250692178494004,36.0,EASTBOUND,True,I66_EB,110N04179,average_weekday,0,,,,1.0,17.75,average_weekday,state_transition__I66_EB::110N04179__Weekday__0043,0.0,,True
state_transition__I66_EB::110N04180__Weekday__0044,I66_EB::110N04180,110N04180,I66_EB,20.0,Weekday,AM,6.75,8.25,10.25,3.75,225.0,47.90695,27.21565217391305,37.31043766861158,6294.792509798178,3.147396254899089,0.7602719822352866,34.0,EASTBOUND,True,I66_EB,110N04180,average_weekday,0,,,,1.0,8.25,average_weekday,state_transition__I66_EB::110N04180__Weekday__0044,0.0,,True
daily_probe_mean__110N04180__MD,,110N04180,I66_EB,,DailyMean,MD,9.125,10.65625,12.3125,3.4375,,,24.695,,,,,34.0,EASTBOUND,False,I66_EB,110N04180,daily_probe_mean,8,9.0,14.5,2.211254946291811,0.5,9.375,daily_probe_mean,daily_probe_mean__110N04180__MD,4.0,0.649519052838329,True
daily_probe_mean__110N04180__PM,,110N04180,I66_EB,,DailyMean,PM,15.666666666666666,16.8125,17.9375,2.5208333333333335,,,26.926666666666666,,,,,34.0,EASTBOUND,False,I66_EB,110N04180,daily_probe_mean,12,15.0,18.0,1.182004829375357,0.3333333333333333,16.0,daily_probe_mean,daily_probe_mean__110N04180__PM,5.0,0.9354143466934853,True
daily_probe_mean__110N04181__AM,,110N04181,I66_EB,,DailyMean,AM,7.375,8.0625,8.75,1.625,,,31.88,,,,,32.0,EASTBOUND,False,I66_EB,110N04181,daily_probe_mean,8,7.5,8.75,0.409839907768875,0.375,8.25,daily_probe_mean,daily_probe_mean__110N04181__AM,3.0,0.408248290463863,True
daily_probe_mean__110N04181__MD,,110N04181,I66_EB,,DailyMean,MD,10.75,11.25,12.125,1.625,,,27.744999999999997,,,,,32.0,EASTBOUND,False,I66_EB,110N04181,daily_probe_mean,2,9.0,13.5,2.25,0.5,13.5,daily_probe_mean,daily_probe_mean__110N04181__MD,1.0,0.0,False
daily_probe_mean__110N04181__PM,,110N04181,I66_EB,,DailyMean,PM,15.875,16.5,17.125,1.5,,,34.725,,,,,32.0,EASTBOUND,False,I66_EB,110N04181,daily_probe_mean,2,15.25,17.75,1.25,0.5,17.75,daily_probe_mean,daily_probe_mean__110N04181__PM,1.0,0.0,False
daily_probe_mean__110N04182__AM,,110N04182,I66_EB,,DailyMean,AM,5.75,6.25,6.5,1.0,,,16.98,,,,,30.0,EASTBOUND,False,I66_EB,110N04182,daily_probe_mean,1,6.25,6.25,0.0,0.0,,,,,,False
state_transition__I66_EB::110N04183__Weekday__0045,I66_EB::110N04183,110N04183,I66_EB,26.0,Weekday,AM,6.5,7.75,9.5,3.25,195.0,46.858,34.865,41.606469291578,5760.095711064088,3.031629321612678,0.3439839380467515,28.0,EASTBOUND,True,I66_EB,110N04183,average_weekday,0,,,,1.0,7.75,average_weekday,state_transition__I66_EB::110N04183__Weekday__0045,0.0,,True
daily_probe_mean__110N04183__MD,,110N04183,I66_EB,,DailyMean,MD,10.5625,11.375,12.25,1.9375,,,29.3675,,,,,28.0,EASTBOUND,False,I66_EB,110N04183,daily_probe_mean,4,9.0,14.75,2.38812164681785,0.5,9.125,daily_probe_mean,daily_probe_mean__110N04183__MD,2.0,0.125,False
state_transition__I66_EB::110N04184__Weekday__0046,I66_EB::110N04184,110N04184,I66_EB,27.0,Weekday,AM,6.0,8.0,9.25,3.5,210.0,49.078050000000005,20.7695,35.56284743396701,5546.233257665469,2.7731166288327347,1.3629865909145624,26.0,EASTBOUND,True,I66_EB,110N04184,average_weekday,0,,,,1.0,8.0,average_weekday,state_transition__I66_EB::110N04184__Weekday__0046,0.0,,True
daily_probe_mean__110N04184__MD,,110N04184,I66_EB,,DailyMean,MD,12.625,13.5,14.625,2.25,,,26.875,,,,,26.0,EASTBOUND,False,I66_EB,110N04184,daily_probe_mean,2,12.25,14.75,1.25,0.5,14.75,daily_probe_mean,daily_probe_mean__110N04184__MD,1.0,0.0,False
daily_probe_mean__110N04184__PM,,110N04184,I66_EB,,DailyMean,PM,14.75,15.25,17.125,2.625,,,9.92,,,,,26.0,EASTBOUND,True,I66_EB,110N04184,daily_probe_mean,2,15.0,15.5,0.25,1.0,15.25,daily_probe_mean,daily_probe_mean__110N04184__PM,2.0,0.25,False
daily_probe_mean__110N04185__AM,,110N04185,I66_EB,,DailyMean,AM,7.035714285714286,7.607142857142857,8.142857142857142,1.3571428571428572,,,36.98857142857143,,,,,24.0,EASTBOUND,False,I66_EB,110N04185,daily_probe_mean,7,6.75,8.5,0.5321308723482622,0.14285714285714285,8.5,daily_probe_mean,daily_probe_mean__110N04185__AM,1.0,0.0,False
daily_probe_mean__110N04185__PM,,110N04185,I66_EB,,DailyMean,PM,15.75,16.0,16.625,1.125,,,35.525000000000006,,,,,24.0,EASTBOUND,False,I66_EB,110N04185,daily_probe_mean,2,15.75,16.25,0.25,0.0,,,,,,False
daily_probe_mean__110N04186__AM,,110N04186,I66_EB,,DailyMean,AM,7.5,8.0,9.25,2.0,,,40.6,,,,,22.0,EASTBOUND,False,I66_EB,110N04186,daily_probe_mean,1,8.0,8.0,0.0,0.0,,,,,,False
state_transition__VA267_EB::110N04226__Weekday__0002,VA267_EB::110N04226,110N04226,VA267_EB,1.0,Weekday,PM,16.0,17.75,18.5,2.75,165.0,41.3,30.395869565217392,35.60954655248134,4997.926196299924,2.498963098149962,0.3587372426173463,39.5,EASTBOUND,True,VA267_EB,110N04226,average_weekday,0,,,,1.0,17.75,average_weekday,state_transition__VA267_EB::110N04226__Weekday__0002,0.0,,True
daily_probe_mean__110N04227__AM,,110N04227,VA267_EB,,DailyMean,AM,7.25,7.625,8.625,1.625,,,36.879999999999995,,,,,39.0,EASTBOUND,False,VA267_EB,110N04227,daily_probe_mean,2,7.5,7.75,0.125,0.5,7.5,daily_probe_mean,daily_probe_mean__110N04227__AM,1.0,0.0,False
daily_probe_mean__110N04227__PM,,110N04227,VA267_EB,,DailyMean,PM,16.535714285714285,17.392857142857142,17.928571428571427,1.6428571428571428,,,30.03,,,,,39.0,EASTBOUND,False,VA267_EB,110N04227,daily_probe_mean,7,17.0,17.75,0.262445329583912,0.14285714285714285,17.5,daily_probe_mean,daily_probe_mean__110N04227__PM,1.0,0.0,False
daily_probe_mean__110N04228__AM,,110N04228,VA267_EB,,DailyMean,AM,7.375,7.75,9.5,2.375,,,30.619999999999997,,,,,37.0,EASTBOUND,False,VA267_EB,110N04228,daily_probe_mean,2,7.75,7.75,0.0,0.5,7.75,daily_probe_mean,daily_probe_mean__110N04228__AM,1.0,0.0,False
daily_probe_mean__110N04228__MD,,110N04228,VA267_EB,,DailyMean,MD,13.625,14.125,15.0,1.625,,,28.455000000000002,,,,,37.0,EASTBOUND,True,VA267_EB,110N04228,daily_probe_mean,2,14.0,14.25,0.125,1.0,14.125,daily_probe_mean,daily_probe_mean__110N04228__MD,2.0,0.125,False
daily_probe_mean__110N04228__PM,,110N04228,VA267_EB,,DailyMean,PM,16.4375,17.0,17.6875,1.5,,,31.840000000000003,,,,,37.0,EASTBOUND,False,VA267_EB,110N04228,daily_probe_mean,4,15.5,17.75,0.8838834764831844,0.0,,,,,,False
daily_probe_mean__110N04230__MD,,110N04230,VA267_EB,,DailyMean,MD,8.916666666666666,9.25,9.916666666666666,1.25,,,39.050000000000004,,,,,33.0,EASTBOUND,False,VA267_EB,110N04230,daily_probe_mean,3,9.0,9.5,0.2041241452319315,0.3333333333333333,9.25,daily_probe_mean,daily_probe_mean__110N04230__MD,1.0,0.0,False
daily_probe_mean__110N04231__MD,,110N04231,VA267_EB,,DailyMean,MD,8.75,9.0,9.25,0.75,,,46.29,,,,,31.0,EASTBOUND,False,VA267_EB,110N04231,daily_probe_mean,1,9.0,9.0,0.0,0.0,,,,,,False
daily_probe_mean__110N04232__AM,,110N04232,VA267_EB,,DailyMean,AM,8.0,8.5,9.125,1.375,,,24.07,,,,,29.0,EASTBOUND,False,VA267_EB,110N04232,daily_probe_mean,2,8.25,8.75,0.25,0.5,8.75,daily_probe_mean,daily_probe_mean__110N04232__AM,1.0,0.0,False
daily_probe_mean__110N04232__MD,,110N04232,VA267_EB,,DailyMean,MD,8.25,9.0,10.375,2.375,,,18.265,,,,,29.0,EASTBOUND,False,VA267_EB,110N04232,daily_probe_mean,2,9.0,9.0,0.0,0.5,9.0,daily_probe_mean,daily_probe_mean__110N04232__MD,1.0,0.0,False
daily_probe_mean__110N04233__AM,,110N04233,VA267_EB,,DailyMean,AM,8.125,8.5,9.125,1.25,,,41.34,,,,,27.0,EASTBOUND,False,VA267_EB,110N04233,daily_probe_mean,2,8.5,8.5,0.0,0.5,8.5,daily_probe_mean,daily_probe_mean__110N04233__AM,1.0,0.0,False
daily_probe_mean__110N04233__MD,,110N04233,VA267_EB,,DailyMean,MD,9.375,9.375,10.25,1.125,,,17.845,,,,,27.0,EASTBOUND,False,VA267_EB,110N04233,daily_probe_mean,2,9.25,9.5,0.125,0.0,,,,,,False
daily_probe_mean__110N04234__AM,,110N04234,VA267_EB,,DailyMean,AM,8.25,8.5,8.75,0.75,,,42.69,,,,,25.0,EASTBOUND,False,VA267_EB,110N04234,daily_probe_mean,2,8.25,8.75,0.25,0.0,,,,,,False
daily_probe_mean__110N04247__MD,,110N04247,VA7_WB,,DailyMean,MD,11.5,11.5,12.5,1.25,,,7.8,,,,,62.1,WESTBOUND,False,VA7_WB,110N04247,daily_probe_mean,1,11.5,11.5,0.0,0.0,,,,,,False
daily_probe_mean__110N04247__PM,,110N04247,VA7_WB,,DailyMean,PM,14.75,16.0,16.75,2.25,,,19.93,,,,,62.1,WESTBOUND,False,VA7_WB,110N04247,daily_probe_mean,1,16.0,16.0,0.0,0.0,,,,,,False
daily_probe_mean__110N04248__MD,,110N04248,VA7_WB,,DailyMean,MD,10.75,11.25,12.5,2.0,,,14.37,,,,,61.0,WESTBOUND,False,VA7_WB,110N04248,daily_probe_mean,1,11.25,11.25,0.0,0.0,,,,,,False
state_transition__VA7_WB::110N04248__Weekday__0034,VA7_WB::110N04248,110N04248,VA7_WB,50.0,Weekday,PM,14.75,16.25,18.5,4.0,240.0,44.884,23.567391304347822,31.41378234989648,3224.4409499842827,3.358792656233628,0.9044958952126188,61.0,WESTBOUND,True,VA7_WB,110N04248,average_weekday,0,,,,1.0,16.25,average_weekday,state_transition__VA7_WB::110N04248__Weekday__0034,0.0,,True
daily_probe_mean__110N04251__PM,,110N04251,VA7_WB,,DailyMean,PM,16.28846153846154,17.01923076923077,17.865384615384617,1.8269230769230769,,,32.54076923076923,,,,,67.0,WESTBOUND,False,VA7_WB,110N04251,daily_probe_mean,13,15.75,18.0,0.6389710663783135,0.15384615384615385,16.5,daily_probe_mean,daily_probe_mean__110N04251__PM,2.0,0.5,False
daily_probe_mean__110N04252__PM,,110N04252,VA7_WB,,DailyMean,PM,16.125,16.75,17.875,2.0,,,21.02,,,,,65.0,WESTBOUND,False,VA7_WB,110N04252,daily_probe_mean,2,16.75,16.75,0.0,0.0,,,,,,False
daily_probe_mean__110N04298__AM,,110N04298,I395HOV_SB,,DailyMean,AM,6.083333333333333,6.416666666666667,6.888888888888889,1.0555555555555556,,,44.11333333333333,,,,,11.1,SOUTHBOUND,False,I395HOV_SB,110N04298,daily_probe_mean,9,6.0,6.75,0.26352313834736496,0.1111111111111111,6.0,daily_probe_mean,daily_probe_mean__110N04298__AM,1.0,0.0,False
state_transition__I395HOV_SB::110N04299__Weekday__0002,I395HOV_SB::110N04299,110N04299,I395HOV_SB,10.0,Weekday,AM,7.25,7.5,7.75,0.75,45.0,44.90289999999999,44.64090909090909,45.431988766382354,1461.0229317310816,0.7428930161344482,0.005868852459016,10.0,SOUTHBOUND,False,I395HOV_SB,110N04299,average_weekday,0,,,,0.0,,,,,,False
state_transition__I395HOV_SB::110N04299__Weekday__0003,I395HOV_SB::110N04299,110N04299,I395HOV_SB,10.0,Weekday,MD,8.75,10.25,11.75,3.25,195.0,44.90289999999999,38.33928571428572,41.94985601355166,6057.754520037318,3.08021416273084,0.1711981369352582,10.0,SOUTHBOUND,False,I395HOV_SB,110N04299,average_weekday,0,,,,0.0,10.13888888888889,daily_probe_mean,daily_probe_mean__110N04299__MD,9.0,0.2664350846284844,True
daily_probe_mean__110N04300__AM,,110N04300,I395HOV_SB,,DailyMean,AM,6.931818181818182,7.545454545454546,8.522727272727273,1.8409090909090908,,,39.973636363636366,,,,,8.0,SOUTHBOUND,False,I395HOV_SB,110N04300,daily_probe_mean,11,6.5,8.75,0.6641654180092026,0.45454545454545453,7.25,daily_probe_mean,daily_probe_mean__110N04300__AM,5.0,0.6324555320336759,True
daily_probe_mean__110N04300__MD,,110N04300,I395HOV_SB,,DailyMean,MD,9.9,10.316666666666666,11.016666666666667,1.3666666666666667,,,41.037333333333336,,,,,8.0,SOUTHBOUND,False,I395HOV_SB,110N04300,daily_probe_mean,15,9.0,12.25,1.0466878978738388,0.2,9.666666666666666,daily_probe_mean,daily_probe_mean__110N04300__MD,3.0,0.31180478223116176,True
daily_probe_mean__110N04301__AM,,110N04301,I395HOV_SB,,DailyMean,AM,6.5,6.833333333333333,7.25,1.0,,,39.449999999999996,,,,,6.0,SOUTHBOUND,False,I395HOV_SB,110N04301,daily_probe_mean,3,6.0,8.0,0.8498365855987975,0.0,,,,,,False
daily_probe_mean__110N04301__MD,,110N04301,I395HOV_SB,,DailyMean,MD,10.333333333333334,10.583333333333334,11.0,0.9166666666666666,,,42.66166666666667,,,,,6.0,SOUTHBOUND,False,I395HOV_SB,110N04301,daily_probe_mean,6,10.0,11.0,0.31180478223116176,0.16666666666666666,10.5,daily_probe_mean,daily_probe_mean__110N04301__MD,1.0,0.0,False
daily_probe_mean__110N04302__PM,,110N04302,I395HOV_SB,,DailyMean,PM,16.25,17.166666666666668,18.416666666666668,2.4166666666666665,,,32.99666666666667,,,,,4.1,SOUTHBOUND,False,I395HOV_SB,110N04302,daily_probe_mean,3,16.0,18.0,0.8498365855987975,0.3333333333333333,16.0,daily_probe_mean,daily_probe_mean__110N04302__PM,1.0,0.0,False
daily_probe_mean__110N04603__MD,,110N04603,I495_CCW,,DailyMean,MD,8.5,9.0,9.916666666666666,1.6666666666666667,,,21.313333333333333,,,,,21.0,COUNTERCLOCKWISE,False,I495_CCW,110N04603,daily_probe_mean,3,9.0,9.0,0.0,0.3333333333333333,9.0,daily_probe_mean,daily_probe_mean__110N04603__MD,1.0,0.0,False
daily_probe_mean__110N04603__PM,,110N04603,I495_CCW,,DailyMean,PM,15.083333333333334,16.0,17.458333333333332,2.625,,,30.685000000000002,,,,,21.0,COUNTERCLOCKWISE,False,I495_CCW,110N04603,daily_probe_mean,6,15.0,17.25,0.7637626158259734,0.6666666666666666,16.375,daily_probe_mean,daily_probe_mean__110N04603__PM,4.0,0.649519052838329,True
daily_probe_mean__110N04604__AM,,110N04604,I495_CCW,,DailyMean,AM,7.625,7.9375,8.3125,0.9375,,,43.6725,,,,,19.0,COUNTERCLOCKWISE,False,I495_CCW,110N04604,daily_probe_mean,4,7.5,8.25,0.3247595264191645,0.0,,,,,,False
daily_probe_mean__110N04604__MD,,110N04604,I495_CCW,,DailyMean,MD,13.25,13.694444444444445,14.833333333333334,1.8333333333333333,,,37.80555555555556,,,,,19.0,COUNTERCLOCKWISE,False,I495_CCW,110N04604,daily_probe_mean,9,11.5,14.75,1.1772011166898384,0.4444444444444444,13.875,daily_probe_mean,daily_probe_mean__110N04604__MD,4.0,0.8003905296791061,True
daily_probe_mean__110N04604__PM,,110N04604,I495_CCW,,DailyMean,PM,15.40625,16.28125,17.40625,2.25,,,40.85375,,,,,19.0,COUNTERCLOCKWISE,False,I495_CCW,110N04604,daily_probe_mean,8,15.25,18.25,0.9137619698258403,0.375,15.666666666666666,daily_probe_mean,daily_probe_mean__110N04604__PM,3.0,0.31180478223116176,True
daily_probe_mean__110N04605__MD,,110N04605,I495_CCW,,DailyMean,MD,13.375,13.75,14.75,1.625,,,36.575,,,,,17.0,COUNTERCLOCKWISE,False,I495_CCW,110N04605,daily_probe_mean,4,12.25,14.5,0.8838834764831844,0.25,14.5,daily_probe_mean,daily_probe_mean__110N04605__MD,1.0,0.0,False
daily_probe_mean__110N04605__PM,,110N04605,I495_CCW,,DailyMean,PM,15.0625,15.6875,16.9375,2.125,,,33.987500000000004,,,,,17.0,COUNTERCLOCKWISE,False,I495_CCW,110N04605,daily_probe_mean,4,15.0,16.25,0.480071609241788,0.5,16.125,daily_probe_mean,daily_probe_mean__110N04605__PM,2.0,0.125,False
daily_probe_mean__110N04606__AM,,110N04606,I495_CCW,,DailyMean,AM,7.5,7.75,8.0,0.75,,,45.21,,,,,15.0,COUNTERCLOCKWISE,False,I495_CCW,110N04606,daily_probe_mean,1,7.75,7.75,0.0,0.0,,,,,,False
daily_probe_mean__110N04606__MD,,110N04606,I495_CCW,,DailyMean,MD,13.25,14.0,19.75,6.75,,,18.03,,,,,15.0,COUNTERCLOCKWISE,True,I495_CCW,110N04606,daily_probe_mean,1,14.0,14.0,0.0,1.0,14.0,daily_probe_mean,daily_probe_mean__110N04606__MD,1.0,0.0,False
state_transition__I495_CCW::110N04606__Weekday__0014,I495_CCW::110N04606,110N04606,I495_CCW,6.0,Weekday,PM,13.5,15.75,20.0,6.75,405.0,47.22795,23.18260869565217,32.73405357927096,11204.454262511064,5.897081190795296,1.037214647411853,15.0,COUNTERCLOCKWISE,True,I495_CCW,110N04606,average_weekday,0,,,,1.0,15.75,average_weekday,state_transition__I495_CCW::110N04606__Weekday__0014,0.0,,True
state_transition__I495_CCW::110N04607__Weekday__0015,I495_CCW::110N04607,110N04607,I495_CCW,7.0,Weekday,PM,13.5,16.25,19.75,6.5,390.0,47.1128,16.664347826086956,26.28215579710145,9738.699719769367,5.1256314314575615,1.8271613441870171,13.0,COUNTERCLOCKWISE,True,I495_CCW,110N04607,average_weekday,0,,,,1.0,16.25,average_weekday,state_transition__I495_CCW::110N04607__Weekday__0015,0.0,,True
daily_probe_mean__110N04608__AM,,110N04608,I495_CCW,,DailyMean,AM,7.875,8.5,9.625,2.0,,,23.7,,,,,11.0,COUNTERCLOCKWISE,False,I495_CCW,110N04608,daily_probe_mean,2,8.25,8.75,0.25,0.5,8.75,daily_probe_mean,daily_probe_mean__110N04608__AM,1.0,0.0,False
state_transition__I495_CCW::110N04608__Weekday__0016,I495_CCW::110N04608,110N04608,I495_CCW,2.0,Weekday,PM,13.75,16.25,19.5,6.0,360.0,46.77224999999999,11.59282608695652,23.967095484061392,8281.667230821919,4.140833615410959,3.0345856695482585,11.0,COUNTERCLOCKWISE,True,I495_CCW,110N04608,average_weekday,0,,,,1.0,16.25,average_weekday,state_transition__I495_CCW::110N04608__Weekday__0016,0.0,,True
daily_probe_mean__110N04609__MD,,110N04609,I495_CCW,,DailyMean,MD,13.409090909090908,14.0,15.5,2.340909090909091,,,26.035454545454545,,,,,9.0,COUNTERCLOCKWISE,False,I495_CCW,110N04609,daily_probe_mean,11,9.5,14.75,1.4809395052404464,0.7272727272727273,14.4375,daily_probe_mean,daily_probe_mean__110N04609__MD,8.0,0.46351240544347894,True
state_transition__I495_CCW::110N04609__Weekday__0017,I495_CCW::110N04609,110N04609,I495_CCW,3.0,Weekday,PM,14.25,17.0,19.0,5.0,300.0,45.96585,28.27434782608696,36.812475677452575,8651.683005533403,4.325841502766702,0.6257085851363196,9.0,COUNTERCLOCKWISE,True,I495_CCW,110N04609,average_weekday,0,,,,1.0,17.0,average_weekday,state_transition__I495_CCW::110N04609__Weekday__0017,0.0,,True
daily_probe_mean__110N04610__MD,,110N04610,I495_CCW,,DailyMean,MD,14.0,14.75,15.25,1.5,,,29.65,,,,,7.0,COUNTERCLOCKWISE,False,I495_CCW,110N04610,daily_probe_mean,1,14.75,14.75,0.0,0.0,,,,,,False
state_transition__I495_CCW::110N04610__Weekday__0018,I495_CCW::110N04610,110N04610,I495_CCW,11.0,Weekday,PM,16.5,17.25,18.5,2.25,135.0,43.56239999999999,37.413260869565214,41.12923243302591,3730.1212403951777,1.963221705471146,0.1643572088482923,7.0,COUNTERCLOCKWISE,True,I495_CCW,110N04610,average_weekday,0,,,,1.0,17.25,average_weekday,state_transition__I495_CCW::110N04610__Weekday__0018,0.0,,True
daily_probe_mean__110N04611__AM,,110N04611,I495_CCW,,DailyMean,AM,6.25,6.5,6.75,0.75,,,43.14,,,,,5.0,COUNTERCLOCKWISE,False,I495_CCW,110N04611,daily_probe_mean,1,6.5,6.5,0.0,0.0,,,,,,False
daily_probe_mean__110N04611__PM,,110N04611,I495_CCW,,DailyMean,PM,16.6875,17.3125,18.25,1.8125,,,28.315,,,,,5.0,COUNTERCLOCKWISE,False,I495_CCW,110N04611,daily_probe_mean,4,15.75,18.0,0.9078649403958718,0.25,18.0,daily_probe_mean,daily_probe_mean__110N04611__PM,1.0,0.0,False
daily_probe_mean__110N04612__MD,,110N04612,I495_CCW,,DailyMean,MD,10.8125,11.6875,13.1875,2.625,,,25.975,,,,,3.1,COUNTERCLOCKWISE,False,I495_CCW,110N04612,daily_probe_mean,4,9.0,14.0,2.2176493749012716,0.5,11.875,daily_probe_mean,daily_probe_mean__110N04612__MD,2.0,1.875,False
